text,dataset,label
"????????pinchas viejas locas, ahora leen a las personas por sus gestos, están bien loquillas, y si, les dije viejas, yo soy viejo supongo, no se ofendan ridículas, y mi mamá no es vieja, es grande de edad y voto por AMLO, ustedes son culebras, chulada!!!",det_misoginia,1
"????No mamen, a poco si les depositan por un poco de atención?",det_misoginia,1
??qué feo fingirse víctima eterna solo por ser mujer,det_misoginia,1
"??Viva ????? suena al tipo de gatas mexicanas nalgas prontas con cualquier extranjero solo por interés, que halla sólo se las cogen y dejan tiradas, Mexican en ????es literal un término derogativo. Viva ????jajajaj pendeja.",det_misoginia,1
@_AndreaLozanoo La mamá de las putas,det_misoginia,1
@_ilusaa Les encanta presumir sus miserables vidas haha,det_misoginia,1
"@_nachitaa Mido más que tú gorda apestosa, no tienes derecho ni de hablar, bájale a las tortas que a este paso la diabetes te va a matar.",det_misoginia,1
@_nayeligalindo Y también que te gusta la mala vida cabrona ?????????????,det_misoginia,1
"@Agusgd10 @35P1T14 Wey esos dos cabrones se maman,pero tengo fe cabron y que chinguen a su madre las pinches perras con cuernos",det_misoginia,1
"@Ale_ceschi Adivino, feminazi?",det_misoginia,1
"@AleLadyBird @JTrianaT @laishawilkins @PartidoMorenaMx Hdtpm tu cabrona, la mamá que tiene que ver aquí cerda asquerosa",det_misoginia,1
@AMaciasS1 Una puta rica una perita q le encanta la verga y le quiero comer el culo,det_misoginia,1
@AngysPaolis como sufre la hdsptm.,det_misoginia,1
@AranzaGz Al parecer me gusta la moda marimacha JAJAJAJAJAJ,det_misoginia,1
"@AztecaNoticias Así deberían ir por las feminazis cuando están desmadrando todo y saqueando Oxxos, bueno dudo mucho que tengan mamá. ??",det_misoginia,1
"@CanpdcheDe Si es cierto es niñato, y bastante payasa, pero me encanta ese culito de macho",det_misoginia,1
"@CarlosAJimnez4 Seguro le encanta fornicar, pero es una hipócrita.",det_misoginia,1
"@cesarbriones92 Te voy a matar pendeja
Dame dulces",det_misoginia,1
@ConstanzaGava A las amigas no se les presente ni tú novio ni el que te gusta ????,det_misoginia,1
"@ConsueloDuval que mal te escuchaste el mencionar que el nombre de Horacio V. Te daba vomito, creo que eso no se hace!! Porque que eres una figura pública y una dama. Se oyó como transfobica. No le envíes al Universo lo que no quieres para tí, esa es mi sugerencia... Saludos",det_misoginia,1
@CrisMogarc @giogutierrezag Porque eres necio aprende que tienes que demostrar cuando cruzas sino quedas como chismosa de esquina,det_misoginia,1
@CulturaColectiv Y la mamá? Dónde está la educación que se supone le dieron a esa berrinchuda? De pena ajena,det_misoginia,1
@DenYanine Yo le meto su salver por su orificio para que aprenda a cuidar a una dama el hds..... M,det_misoginia,1
"@elsolde_mexico Pinché diputados de porquería , que esa Gabriela Medina se vaya mucho a chingar a su puta madre con las propuestas estupidas",det_misoginia,1
@EsDeMamador eso es una mama luchona buchona como es ?,det_misoginia,1
@EsDeMamador_ Otra mamá luchona??,det_misoginia,1
"@fannylizama Ni mis amigas de CGCyT se casaron, nada más se juntaron jajajajajajajajaja a Diosito no le gusta eso",det_misoginia,1
"@Feermariia Una morra que se enojó porque su wey me estaba haciendo plática de lo mas equis ??????? ches viejas inseguras, me cagan jajaja",det_misoginia,1
"@Fernandamerodio saqueseee guanga, nada le gusta",det_misoginia,1
"@FraankGol Así es la mujer, le gusta provocar pero no aguanta cuando le responden",det_misoginia,1
@GameOverCholo @ClaudiAnaya Solo xq a las@mujeres de zacatecas les encanta q las manoseen,det_misoginia,1
"@GeneralFenix100 Toda una dama, pero creo que las sacan del mismo burdel a todas",det_misoginia,1
@gerardogarciamx El pobre Micky agarró la mujer más corriente de ???? para mamá de sus hijos..?????,det_misoginia,1
@GlodeJo07 Pinche morra pendeja y su mamá más pendeja,det_misoginia,1
"@goliveros Evidentemente a su mamá, de otra manera no se explicaría tanta demencia y tanta Sociopatia.",det_misoginia,1
"@gsm_skywalker Si es la mujer que me gusta, SI ME MOLESTA",det_misoginia,1
@jazojed porque no mejor te vas a chingar a toda tu putisima madre.,det_misoginia,1
@JCPareja_Gdl Felicidades x tan hermosa que es l dama ha mi parecer es l mejor entre piernas que he visto ese monte de Venus es una delicia,det_misoginia,1
"@JesusEduardoLL Ahora que he sabido muchas cosas de mi mamá , han aparecido muchas fotos viejas , cuando quieras te invito a verlas ??",det_misoginia,1
@joseiranlopezc1 @la_grenitas Jajaja no marches tu mama no tomo ácido folico o que. Pinche secta gacha la 4 t y morena.,det_misoginia,1
@JulioHeartfilia @GuccihaAle Mejor dile a tu mamá que te enseñe modales porque te falta respetar. ¡Chamaco ignorante?,det_misoginia,1
"@KenshinCroft Si te gusta que te insulten solo pídelo, feminazi ridícula jajajajaja",det_misoginia,1
@LaGranPutona Felicidades mamá cita cachonda por ser madre de la puteria,det_misoginia,1
@laucha_herrera Kajajaajajsjajjajajaja esta hija de puta la voy a matar jajajja,det_misoginia,1
@lcastellanosmx @ReginaBlandon @postopinion_es Pinches caras de trapo van a viajar a Europa mientras los verdaderos indígenas le chingan.,det_misoginia,1
"@Mrs_2910 @JavierCeriani Jajaja yo lo que supe es como le gusta que lo traten como Damita jaja, ridícula la Bruja Mal Cogida.",det_misoginia,1
@mund_ola Saben porqué la mayoría de los fantasmas son mujeres? Porque hasta muertas les encanta estar chingando... ????,det_misoginia,1
"@nidya91394381  esta puta pinta vergas con labial gratis, solo necesitan tener la verga parada y ella con gusto se las pinta con la boca",det_misoginia,1
@patyarmendarfan Pero que necesidad de decir y hacer pendejadas... Se supone que eres una dama al menos int?ntalo y no caigas en lo vulgar,det_misoginia,1
@R04945269 Conocimos a uma pareja donde la dama era muy vulgar. Bye bye,det_misoginia,1
@raidersoneone @daphnedare Y la madre mala es tu mamá jajaja es una puta muy caliente,det_misoginia,1
"@ReginoPhalange @KariSIM1de20 @YalitzaAparicio Y como es dejada, les permitió publicarlo...qué pedo, piénsalo más. Mediocre.",det_misoginia,1
@relacionesprohi Como m gusta tú mujer y mas con ese culo q se carga mmmmm,det_misoginia,1
@roberthewitt2 @jrsestaca @lopezobrador_ Barata tu mamá y no lo ando diciendo en Twitter.  Siga llorando c4br0n! ????????,det_misoginia,1
"@Soy_Vivianita Vieja payasa que mala atención, no le gusta su trabajo. Provechito de godin a godin",det_misoginia,1
"@tudimebeto Ya ni te digo nada, que a ti te encanta encuerarte por cualquier hijo de vecina",det_misoginia,1
@ulvkr Te gusta que te hagan sufrir cabrona jajajaja,det_misoginia,1
"@valeloya_ @taniiavizuett @joce092 hijas de puta las dos, me cagan",det_misoginia,1
¡Vaya merienda de locas! ,det_misoginia,1
¿ Por qué siempre tapas respuestas que no te gustan? Plnche abortera apestosa.,det_misoginia,1
¿¿Así o más ridícula??,det_misoginia,1
¿Doctora? Le urge un estilista!!!! ??,det_misoginia,1
"¿Entonces para qué diablos pides que te pregunten, ridícula?",det_misoginia,1
"¿Fea, mamona, diva y además te freseas? Mátate, morra.",det_misoginia,1
¿Por qué tanto baño? ¿a poco apesta tan qlero la morra?,det_misoginia,1
¿Por qué todo lo quieren arreglar echándole la culpa al patriarcado? No les dieron emulsión de Scott de chiquitas o qué pedo?,det_misoginia,1
¿Porqué me dejan de seguir? ¿Es porque no enseño las chichis? ??,det_misoginia,1
¿Qué esperaban de ésa vieja pendeja? Una vez dijo al aire que las mamás llevaban a sus hijos enfermos a la escuela porque les daba FLOJERA quedarse a cuidarlos en sus casas ,det_misoginia,1
¿Qué les ven a las tipas nacas y buchonas???,det_misoginia,1
¿Qué onda con esta payasa whitexican? ,det_misoginia,1
¿Saben si presentó evidencias y empezó ya un proceso legal?,det_misoginia,1
"¿Y tú qué? Pinche ??con cara de bistec podrido. Si a ti te encanta succionarla, ahora sí que...¡Llégale a tu vicio! P.D. ¡Pinche ??!",det_misoginia,1
A la mujer le gusta el hombre con carácter fuerte pero de buen corazón. Esa clase de hombre que puede hacerle el amor como una bestia pero a su vez puede amarla como un poeta.,det_misoginia,1
Refugiarme en ellos suena a que así se defendía de los vergazos que le metía su jefa.,det_misoginia,1
Vive y deja vivir  Una pinche vieja fastidiosa que no vive ni deja vivir,det_misoginia,1
1.66 y pesaba 38kg? Esa mujer sufre de maltrato con razón desapareció...,det_misoginia,1
"1: Sería su opinión personal y se respeta 2: He cierto, se deja quien quiere 3: ¿Por qué buscar cosas sexuales? las que van y se dejan son adictas al sexo, el meco de Ricardo se da cuenta de ello, y se aprovecha, ¿Cómo lo hace? fácil, se da cuenta de sus deseos más profundos.",det_misoginia,1
1ro. Mucho texto. 2do. No mms me dieron ganas de romperle la madre a las 2.,det_misoginia,1
"3 años despues Sele: mama estoy embarazada sacame ficha para un abortito ya sabes el proceso Mama: claro hija! Quieres al mismo doctor de la otra vez? O le calamos con otro? Sele: otro, por que el otro es un machista opresor que me dijo ""otra vez tu niña!""",det_misoginia,1
A esa ya le falló su única neurona que controlaba la baba ??,det_misoginia,1
A esas morras les falto que si jefe regresara de la tienda jajajajajaja,det_misoginia,1
A favor!!!! Pinche vieja me caga la madre,det_misoginia,1
"A la prima se le arrima, y a la hermana con más gana...",det_misoginia,1
"A las mujeres les molesta mucho que a muchos Hombres nos gustan las vaginas menos usadas, por que será?",det_misoginia,1
a mí esa morrita me parece bastante naca,det_misoginia,1
"A mi me caga facebook, es como ir al tianguis, mujeres maquilladas como payasos, tipos con cara de malvivientes, venta de teléfonos, bicicletas, autos viejos, en fin, hiciste bien en quitar esa cosa.",det_misoginia,1
"A mí me cagan estos ""reporteritos"" mierdas!!. Mira que parece que esta pinche gorda de mierda les impone un miedo.....",det_misoginia,1
"A mí sí me encanta que me digan que soy  puta,zorra y perra cuando me están cojiendo eso me calienta más.",det_misoginia,1
"A parte de bonita, niña bien.",det_misoginia,1
A pura naca le gusta que la inviten a los tacos,det_misoginia,1
A quien le estás ofreciendo las nalgas?,det_misoginia,1
"A quién más le caga el bailecito ridículo de la víbora de la Natalia?? Digo, para hacermel@ compa!!! ??????#JuegoSurvivor",det_misoginia,1
"A ti mujer, que chupas como albañil. Feliz día del hombre",det_misoginia,1
"A veces creo que esas chavas hacen eso para que ""accidentalmente"" las descubra un productor de Hollywood y cumplan sus sueños pendejos... Dedícate a hacer porno y ya mamita! Cuando haces algo bien COBRA por ello , nada más andas enseñando las putas nalgas gratis, no mames!",det_misoginia,1
"A ver Claudia, muy activista del mundo y sales con pendejadas asi, educate inmadura.",det_misoginia,1
"A ver pendejas, ya pasó el día de la mujer. Pónganse a lavar los trastes, barrer y trapear como Dios manda y paren de mamar.",det_misoginia,1
aber enseña las chichis,det_misoginia,1
Abrirme de patas es mi pasión!!,det_misoginia,1
Aca otra prueba más de que las morras no deben de salir de la cocina ya que afuera dicen puras babosadas,det_misoginia,1
Acaso las morras sin papá ya empezaron a chingar con eso?,det_misoginia,1
"Acomplejada, prieta, ya estate, a callar pinche prófuga del metate.",det_misoginia,1
Acusalo con tu mamá Kiko. Pinche llorón primero la trae como chacha metida en toda la campaña,det_misoginia,1
Además tiene como 60 años y varices. ,det_misoginia,1
Admiro la alta autoestima de esa porcina. Ven lo que provocan pinches urgidos? Ahora cualquier lonjuda se siente un culo inalcanzable.,det_misoginia,1
"Agarren esa pendeja y metanlá en el costal donde pusimos a los otros 20,000 pendejos únicos que no vieron la serie.",det_misoginia,1
Ah mamá no se le presenta cualquier piojosa.,det_misoginia,1
"Ah, mira nada más! Yo acá en Miami pagando impuestos para que esa pinche vieja vividora venga a Vacunarse aquí de a gratis.",det_misoginia,1
"Ah, una dama de la categoría ""nerd mamador"". Extrañaba ese perfil desde que salí de la escuela.",det_misoginia,1
"ahí están tus chingaderas, así quieres que voten por ti estás pendeja #arrepentidodevotarporclaudia",det_misoginia,1
Ahí viene la perra que te gusta bro,det_misoginia,1
"Ahora me doy cuenta de que las morras que me cagan realmente no me caen mal más bien no soporto cómo bse comportan los hombres a su a nuestro alrededor. En fin, creo que hay personas chidas y culeras en general. No es cuestión de género.",det_misoginia,1
"Ahora te encanta la Traición, la doble moral, la corrupción, los malos hábitos, la hipocresía, el hablar por hablar, la codicia, el querer seguir saqueando al país y muchas cosas más, te observamos con microscopio querida hormiga! A echar a volar a idiotas cómo tú ??Feliz día??",det_misoginia,1
Ahora ya ni se puede ser niño porque se ofenden las morras horóscopo,det_misoginia,1
AJAJAJAJAJAJAJAJAJAAJAJA ESA ESTA MAS USADA QUE PANOCHA DE PROSTITUTA,det_misoginia,1
"Al mal caballo espuela, mala mujer palo que duela..",det_misoginia,1
Al menos yo acepto que suelo ser mamona pero ustedes se juran un pan de Dios y caen peor de gordas.,det_misoginia,1
Alch ya mátate morra pendeja,det_misoginia,1
Alguien tuvo padre ausente..,det_misoginia,1
Alm que cachonda jajajajajajajajajjajajaja no ma si estás bien preciosa,det_misoginia,1
alv se ve bien artificial la perra esa,det_misoginia,1
"Amiga, ni creas que nadie se dio cuenta que le estás echando los perros al jefe, eh, ¿Podrías bajarte un poco más la falda, zorra?",det_misoginia,1
"Amigas, Amigos, con todo respeto para casi todas las mujeres, menos para esta pendeja. Dice qué sintió vergüenza por qué nuestro presidente fue a Washington ?????. Y la muy hdspm no se avergüenza por tener cara de manilla de béisbol, y por tartamuda. #OposicionMoralmenteDerrotada ?",det_misoginia,1
"Amikaaaaaaa yo lo conocí antes que tú y ademas nomas es mi amigooooooo, no hay otro interés!! Intérnate pinche vieja loca!!",det_misoginia,1
"Anda jugándole a la tuitera sensible; no es la primera vez que a Gabriela le arriman una que otra somanta, se cobija en el no podíamos saber ya de fue a acostar por que dice que andan enojados",det_misoginia,1
"Andan denunciando a todo el mundo de violador mientras cantan: Tú quiere que sea chivirika Putona Papi, ven y detona Que tenga un chapón Te encanta este culo Ya estoy dando para papi deja tu emoción ??Tantita madre...",det_misoginia,1
Ando muy amigui de mi mamá pero la señora me agarró de chacha,det_misoginia,1
"Antes creía en el feminismo, después me puse a leer",det_misoginia,1
Aplica esa de ! Pégame pero no me dejes!... ??????????????????????????,det_misoginia,1
"Aprovecharé este espacio para comunicarte que : ""Tus Nalguitas serán mias"". & sin necesidad de Mezcal....",det_misoginia,1
"Aquí en San Luis, indudablemente las mujeres votarán por una mujer ¿O me equivoco? Por simple equidad de género. Y porque requerimos a una dama en la gubernatura.",det_misoginia,1
"Aquí huele a ""tengo problemas en casa"" o ""No tengo papá"".",det_misoginia,1
"Aqui solo veo un culpable, ella, y por dinero aguanta eso y mas, así que no me vengan con machismo y esas mamadas, esta duro el hueso y no presizamente el que se estan comiendo.",det_misoginia,1
Aquí va un episodio para ti Carnal....como cagan las pinches vecinas chismosas we?????? ,det_misoginia,1
Aqui vemos un serio caso de falta de atención JAJAJA,det_misoginia,1
"Asco total las morras que publican que extrañan al ex y en siguiente post ya estan bien enamoradas del nuevo wey con el que salen, mátate morra plx.",det_misoginia,1
"Así como cuando te pones a romper cosas que no necesitan, trasporte público, ellas tienen carro que Papi les compro, que se chinge la mujer pobre y que limpie los destrozos de la Blanca que según esta peleando por los derechos de la mujer asi de ridículas.",det_misoginia,1
"Asi como hay hombres que nomás no, hay mujeres que de a tiro la chingan de pendejas alv",det_misoginia,1
"Así como piden respeto para tomarse fotos en calzones también deberían de aplicarlo y respetar si Bad Bunny se puso uñas o no, pinches doble moral",det_misoginia,1
Así debe ser pero hay mujeres que de plano no tienen cerebro!,det_misoginia,1
"Así es la envidia, cual alguien es mas inteligente salen con mamadas.",det_misoginia,1
"Así es, además que si le metió con fuerza el cabezazo, esa estúpida mujer, no quiere ni un poco a su madre.",det_misoginia,1
"Así es. Y gritan a los cuatro vientos ser feministas. Si no puede con el puesto que renuncie. La Ciudad de México le quedó enorme a la ""pobrecita"".",det_misoginia,1
Así ha dde tener el cerebro esta tipa clasista.,det_misoginia,1
asigname tus nalgas,det_misoginia,1
Asquisimo jaja pero así se ve esa lamehuevos,det_misoginia,1
Atte.. la dependiente de sus padres..y sin futuro!!! ,det_misoginia,1
Att-la chava que no ha podido terminar la prepa abierta,det_misoginia,1
Aun no me puse al día pero desde el inicio presentí que sería mosquita muerta ??si me equivoco péguenme ah,det_misoginia,1
Aveces me gustaria ser feminazi para que me saliera la barba bien frondosa ??,det_misoginia,1
Ay más tonta. ,det_misoginia,1
"Ay mi pendeja, ay mi pendeja ... ???????",det_misoginia,1
Ay tan hueca la pobre ,det_misoginia,1
"Ay, estas Mamadoras",det_misoginia,1
"Ayer fuí a una fiesta donde todas las morras bailaban como en tik tok, sinceramente pensé que era mame, pero no. Están pendejas.",det_misoginia,1
Ayuda profesional ó una lobotomía... Da igual.,det_misoginia,1
"Bad Ending: Sele termina embarazada a los 13 por un cricoso que se fue a comparar cigarros, tiene apenas la primaria y secundaria trunca y viviendo en una país tercermundista y en una familia con pocos ingresos y no le alcanza para el aborto.",det_misoginia,1
"Bajate la #falda Zorra, se te ve la tanga",det_misoginia,1
"Básicamente, resumen de todas las ridículas que presumen en Twitter lo mucho que leen.",det_misoginia,1
Bueno ! Esa señora no le da pena de que después de ver su p3s0nes como tapa de Nescafe venga con que es gringa ,det_misoginia,1
bueno y que estas mujeres que se dicen empoderadas no pueden decir que no ?,det_misoginia,1
"Bueno, por lo menos esta vez Mon Laferte se contuvo de mostras las chichis de gorila flaca.",det_misoginia,1
"Bueno, si le gusta la verga, entonces que le den pura verga en la primera cita",det_misoginia,1
"Bueno, y que esperó esa señora que no le arrimó una bofetada a su idiota hija? Ese tipo de madres sonsas tienen mucha culpa de la clase de hijos que tienen. Vieja tonta me cayó mal por ser tan mensa y dejarse maltratar.",det_misoginia,1
"Caballo, mujer y espuela jamás se presta !!!",det_misoginia,1
Cada caso que expones es peor al anterior. Se me hace chiquito el corazón leyendo la inconsciencia/maldad de las feministas. Dios las perdone.,det_misoginia,1
calla y hazme un sándwich,det_misoginia,1
"Calladita te ves más bonita, en otras palabras",det_misoginia,1
calladita te ves más bonita...,det_misoginia,1
"Cállate, pendeja. Cómo dices eso, estúpida ",det_misoginia,1
Cállese pinche vieja ridícula e ignorante.,det_misoginia,1
"Camila Sodi está como quiere, y para nada parece de 60 años, no sean envidiosos. A pesar de ser mamá, parece una veinteañera.",det_misoginia,1
"Casi todas son lesbianas odian a los hombres pero quieren ser como ellos, es algo raro.",det_misoginia,1
Caundo se tiene q enseñar pues por supuesto Pero mostrar algo que eso ante a los ojos pos no Dan pena ajena mostrando lonjas u celulitis cosas morbidas . aveces debo mirar en otra direccion porque se asustan mis pupilas,det_misoginia,1
"Chale, neta ¿quien les hizo tanto daño?",det_misoginia,1
Che vieja gorda!!!????????,det_misoginia,1
Chtpm toda tarada la. Morra,det_misoginia,1
"Claro que esto a las ""feministas"" les vale madre, porque nomás quieren chingar y chingar a una Ciudad que es gobernada por una extraordinaria mujer.",det_misoginia,1
"Comentario intrépido seguido de putifoto de avatar, en fin la hipoteca",det_misoginia,1
"Como de costumbre las feminazis haciendo lo mejor, que saben, ser pendejas, diciendo estupideces, e incoherencias, y ademas gritandolas para todos lados, como desquiciadas enfermas, por haber comido tantas tunas se taparon, y sacan la calabaza hablando, y como puedan..",det_misoginia,1
Como hacer que cualquier cosa se centre en ti,det_misoginia,1
"como me caga que hagan sentir mal a mi mejor amigo, por que luego viene a quejarse conmigo y decirme q todas las mujeres somos iguales 
&gt;:(",det_misoginia,1
"Como me cagan las personas que se hacen las víctimas , sólo para ser el centro de atención ??",det_misoginia,1
"Cómo me cagan unas viejas que vienen al gym, por mamonas maleducadas, ojalá se caigan en la caminadora",det_misoginia,1
"Cómo me gusta el perfume de mujer, Hasta me hace olvidar que mienten.",det_misoginia,1
Como no le van hacer bullyng si esta bien meca?,det_misoginia,1
Como que a la pau le bajaron el marido,det_misoginia,1
Como que algo no cuadra!!! Cuanto le habrán ofrecido a la dama por el Detalle,det_misoginia,1
Cómo que está ALGO pendejita no?,det_misoginia,1
Cómo quisiera decirle que está súper pendeja y meterle una pitiza Lastima que me bloqueó,det_misoginia,1
Como si estuviera tan buena jaja parece extraterrestre de niña,det_misoginia,1
Con ese cerebro la pobreza le espera.,det_misoginia,1
Con ese cuerpo que putx desperdicio,det_misoginia,1
Con los pezones parados no vale decir que es de mamador. Ya antojaron,det_misoginia,1
"Con tal de viajar esa noche, muchos hibamos de pie, Yo venia molesto e incómodo que no me di cuenta que frente a mi venia una Dama de unos 30 y tantos, ligeramente llenita, culona, chichona, vestido pegado color mostaza y chamarra de mezclilla, pues nada, primero sana distancia",det_misoginia,1
Con tatuaje de pandillera esa zorra.,det_misoginia,1
Confirmado que las niñas de casa son lo mejor ,det_misoginia,1
Confirmo que las mujeres de mi trabajo nada más me quieren chingar.,det_misoginia,1
Conozco a una tipa así jaja. Cree que todas le tienen envidia y que todas se le copean. ???????Mátate amiga.,det_misoginia,1
"Creo no me explique bien, yo no la sigo no me gustan los circos. Ella como muchas mujeres no se dan a respetar.",det_misoginia,1
"Creo que las mujeres son mucho mas hipócritas que los hombres en temas como ese, no se si estoy equivocado pero realmente lo pienso",det_misoginia,1
Creo que lo que quería escribir al final era: prefiero quedarme en casa mamoneando y posteando en Tweeter para llamar la atención.,det_misoginia,1
Creo que se ardió la femiloca Cara con lágrimas de alegríaRodando por el suelo de risaCara con lágrimas de alegría,det_misoginia,1
Critican la foto de @LuisitoComunica pero gritan y bailan las canciones de #BadBunny,det_misoginia,1
"Cuál c*lo? Ni eso tiene. Dijeras que es bonita pero tampoco. Mamadora sin duda, pero sin mérito.",det_misoginia,1
"Cuál es la pinche necesidad de poner un texto así cuando se toman putifotos??? Mejor que digan: ""Miren las pinches nalgotas que me cargó... Busco quien me las reviente""",det_misoginia,1
Cuál fama? yo sólo veo que se burlan de ella,det_misoginia,1
CUALQUIER COSA: * Existe * FEMINAZIS: Eso es un micro machismo ??,det_misoginia,1
Cuando a huevo quieres que todo sea sobre ti,det_misoginia,1
"Cuando te crees tanto el cuento, que te alías al macho violador y te sometes al sistema para que te den tu cuota de género",det_misoginia,1
"Cuando tu mamá nunca te amamantó y te dió leche de fórmula. Asi crecen,",det_misoginia,1
Cuanta falta de amor paterno en este video,det_misoginia,1
Culpar al patriarcado imaginario les conviene más que asumir su propia incompetencia.,det_misoginia,1
Curso intensivo de mamadora ,det_misoginia,1
"Dale en su madre, pinché vieja!! ",det_misoginia,1
"Dándolas todas, y sí tiene su público, seamos honestos",det_misoginia,1
Daño?? Jajajaa no querida a mi siempre me han tratado como reina precisamente porque me doy mi lugar y siempre he sabido elegir quien si y quien no.,det_misoginia,1
De actuación protagonista ficticia a verídica: sirvienta del pri,det_misoginia,1
De compas deseo que encuentres a esa LUCHONA bien vientruda!! ??,det_misoginia,1
De donde sale tanta ridícula?,det_misoginia,1
De donde salen estas taradas huecas ???,det_misoginia,1
De mujeres así están llenos los cementerios (si bien les va). Increíble que sigan existiendo.,det_misoginia,1
"De pendeja le dice eso, obvio le conviene tenerlo como pendejo por el dinero gratis... jajaja...",det_misoginia,1
"Debería ir a un psicólogo, no es normal presumir que te cayó semen en el ojo, especialmente sabiendo que eso arde un chingo",det_misoginia,1
"Debes ser la típica niña chismosa que nadie quería en el salón y se ""refugia"" en los libros porque no tienes amigos.",det_misoginia,1
Debo recordar tatuarme *calladita te ves más bonita* tal vez así lo recuerde cada vez que deseo hablar/opinar/preguntar,det_misoginia,1
"dedícate sólo a enseñar tus senos, madre",det_misoginia,1
Déficit de atención,det_misoginia,1
Deja de justificar que ni con todas tus artimañas de zorra no puedes ni retener a un hombre,det_misoginia,1
"Dejen reviso mis grupos de whats, siempre hay alguien que dice hay que matar a la malparida de Diana en cada partida ??",det_misoginia,1
Déjenme voy a reventar a esta vieja a su cuenta,det_misoginia,1
Del virus de la putería,det_misoginia,1
Depende del caso. El verdadero amor de una madre no piensa que es explotada. Somos seres serviciales por naturaleza. Además muchas mamás de hoy ni los cuidan,det_misoginia,1
"Depende, hay quienes piden parejas solventes y ""nada más la dan a oler"", y otras que sí ""aflojan"", pero en ambos casos quedan como ""interesadas"", solo que en uno de los casos terminan más ardidos porque se quedaron con las ganas.",det_misoginia,1
Desnudita te ves más bonita??...ah no?????es calladita????,det_misoginia,1
"Después del que el papá de Sofía las abandonará, su madre se refugió en el alcohol y los barbitúricos Desde entonces la pequeña Sofía y sus abuelos tienen que vivir día a día con la vida d fantasía que vive su madre Por cierto Sofía tiene un promedio de 9.3 y le encanta tiktok",det_misoginia,1
"Desquiciada, esos productos que toma ya le están afectando",det_misoginia,1
Dice @MBarbosaMX  que se fué con el novio,det_misoginia,1
Dice la candidata que su papá la abandonó.,det_misoginia,1
"Dicen que fue por trata de blancas, pero en realidad rescataron a pura pinche sirvienta prieta de provincia.",det_misoginia,1
Digan lo que diga si la veo asi me pego a su entrepierna..valiendo chorizo,det_misoginia,1
"Dijeras ""La chava está guapa"" pero ni eso",det_misoginia,1
Dijeron arriba los pendejos y esta culera voló ,det_misoginia,1
Dijo la putita,det_misoginia,1
Dios mio.... ¿Que no pueden estas morras putas y abidas de atención tomar algo con verdadera seriedad POR SOLO 5 MINUTOS?,det_misoginia,1
"Dios, parece sacado del libro Las niñas bien",det_misoginia,1
"disculpanos, esta pendeja no nos representa",det_misoginia,1
"doctora. Pero si la señora escribe con faltas de ortografía, no puede hilar dos frases o dar un pésame con dignidad. Jajajaja",det_misoginia,1
Donde estan la viejas mitoteras feministas cuando se ocupan?????,det_misoginia,1
