text,dataset,label
"@AnabelAlonso_of Qué vergueza de tuit, payasa",miscorpus,1
"No falta la desocupada feminazi por allá dando Lora, estamos es jodidos con estas personas 😲😲🤔🤔 en Laureles del castillo https://t.co/eeic9rhckg",miscorpus,1
nooo como se van a juntar mujeres a cantar una cancion feminista que no me jode en nada re mal feminazis buu 😠👎👎 https://t.co/ZMl6u0GJQ1,miscorpus,1
para luego contestar callate puta el coche estaba parado después me lo he puesto https://t.co/t0wQ5fRlUw,miscorpus,1
La feminazi con novio. Vaya vaya!!,miscorpus,1
"@djameqetxpliq61 Mismo argumento usaban los nazis, por eso les decimos feminazis.",miscorpus,1
"@LaFallaras @publico_es Pues yo ni apoyo a esos violadores ni a la golfa de la niña.
El que esos tres sean unos mierdas, no quita que la niñata esa sea un putón verbenero.",miscorpus,1
"Pregunta seria, este Domingo se puede felicitar a las madres en su día o estaria en franca violación de algún artículo del  manuscrito Voynich-feminazi aprobado en la convención de la Academia Mágica Beauxbatons.",miscorpus,1
@darcyquinnr @EnriquePenalosa Y ahora llega la progre feminazi anti-capitalista y lo que va a hacer es restringir más los carros cuando lo que necesitaba gritos Bogota es más infraestructura y vías! Nos jodimos!,miscorpus,1
Nunca me ha gustado Mon Laferte. Y menos ahora que anda interactuando con La*ren. No quiero que su mala influencia feminazi le lave mas la cabeza de lo que la tiene a L.,miscorpus,1
"@monasterioR @julia_otero Jajajajajajajaja la que te han dado, payasa!!",miscorpus,1
@hermanntertsch Quien va a quedar???? La Adriana Lastre ...para volver a fregar portales?,miscorpus,1
LA IZWUIERDA EUROPEA CON LA VOLIVARIANA FUERON A TIRAR FUERA DEL GOBIERNO A BOLSONARO ? PERO LOS MISERABLES HAN QUEDADO RETRATADOS CON EL FUEGO DE AUSTRALIA QUE CON MUCHAS MUERTES NO INTERESA NI A LA OJOS DE LOCA PROGRAMADA DE GRETA . https://t.co/MmmYRWFMQj,miscorpus,1
"@LaFallaras Menuda payasa, parece que la seguridad social es vuestra. Que panda.",miscorpus,1
@JoseNoriega1969 @uniendoamerica Activista política que dice ser periodista. Que de una vez haga su ONG feminazi y deje de aparecer como víctima de violencia.,miscorpus,1
@inesands Ella de refería a las feminazis!!,miscorpus,1
Greta: me gusta ser una zorra,miscorpus,1
"Esas feminazis son la cagada...
😂😂😂😂 https://t.co/pcRp6JtM21",miscorpus,1
@lahistoriaec Donde andan las feminazis????? No van a salir a protestar enseñando las tetas x si acaso???,miscorpus,1
"@PeruanoComunica @MelissaPeschier @hectorbecerrilr Desde las Maravillosas ""LINEAS de NAZCA"". #Melissa es una Feminista o Lesbis o femiNAZI q' #asesinó a BECERRIL.",miscorpus,1
@cayetanaAT Loca esquizofrénica!!!,miscorpus,1
@LaFallaras @populares @CiudadanosCs Estás muy loca. También puede ser que aún no te hayas empinado el carajillo mañanero.,miscorpus,1
"Hasta ahorita no escucho el dichoso ""himno feminazi"", al parecer es muy pegajoso y el hit del verano... No, no quiero escucharlo.",miscorpus,1
"@Pesuresu lo de la elección para poner acentos es pa tornarse loco. Y sin quererlo, siendo ella de Vox, le ha salido la versión feminazi del virus: ""Corana"" 😂",miscorpus,1
@sofiajkr @SebasEstiga00 @porquetendencia y no creo que una feminazi le de like a mi comentario,miscorpus,1
@RominaAldacor Cállate puta jajajaja,miscorpus,1
"Así como los movimientos feminazis deberían aparecer movimientos masculeados (masculinos) para combatir el abuso,el maltrato y la violencia femenina......",miscorpus,1
"@La_Nuri @luispablob Misógino por qe? Eso no tiene nada qe ver..tu seguro eres una feminazi que si dicen algo en contra o no apoyan la causa de una mujer entonces ya uno es un misógino violador opresor..el hecho de darme cuenta del trasfondo del ""movimiento greta"" no me hace misógino, te hace crédula",miscorpus,1
@GretaThunberg Vieja payasa,miscorpus,1
"@Sinburka Lo del primer mundo les sirve a las #feminazis cuando las beneficia, pero cuando no tiran el rabo al monte.. 
Carecen de moral y ética por eso su tiempo al aire esta contado!...

https://t.co/ANq5vbGGnn",miscorpus,1
"@LaFallaras Es usted una estúpida demente.
A ver si se entera. Mentecata.
🖕🏼🖕🏼🖕🏼",miscorpus,1
Ni porque sea feminazi la hdsptm https://t.co/lee8tjs3cl,miscorpus,1
"@larepublica_pe Manada de cerdas, feminazis",miscorpus,1
"@LeticiaDolera No digas por dónde estás o la foto y su cartel de
-hasta una puta matazombie se ca** con el coronavirus!!!",miscorpus,1
"@EnriqueRG36 @BisouCaramel Opino y sin herir susceptibilidades, la protesta en contra a la violencia de las mujeres esta bien manifestarlo , dada las circunstancias en casos de feminicidios, en lo que no estoy de acuerdo, es en que lo hagan un movimiento feminazi, y que copien a otros países!!",miscorpus,1
"¿Por qué si Pluto es perro al igual que Goofy, uno camina en 2 y el otro en 4 patas?

¿Dónde están las feminazis cuando las necesito?",miscorpus,1
@ccamacho88 El mes pasado nos reímos del cambio climático en específico de Greta La Niña loca,miscorpus,1
"@LaFallaras No te esfuerces, que ya te hemos comprendido.. drogata, puta barata y ganas de que alguien que  no vomite al verte te de un revolcón 😀😀👌👌

Con todo mi cariño   eeeeeee Cristina 😁😁😍😘😘

Con todo mi cariño  eeeeee",miscorpus,1
"Woo..woo..Woo.🤬 Detenme ese TREN #FEMINAZI de PREJUICIOS PENDEJOS q NO ayudan en NADA, sólo a hacer esta sociedad más en VERGA y de MIERDA💩.Soy una MUJER de 36 años q se rasura porque me da la PUTA GANA, porque QUIERO,porque eso me da picazón tener los vellos muy largos PUNTO🙂 https://t.co/TvVnQl65eh",miscorpus,1
"@InesArrimadas Mira que eres patética, vas quedar pa GH o MHyV",miscorpus,1
"Ese es el problema de las feminazis, están locas. https://t.co/u1okO1Mj3U",miscorpus,1
"¿38 años para los jugadores de la #Arandina sin pruebas?

Mi simpatía por la causa feminista ha muerto, sois unas hijas de puta.",miscorpus,1
"Por un 2020 sin feminazis aborteras que odian al patriarcado, te lo pedimos Señor! #MakeAWish",miscorpus,1
La lección de Pérez-Reverte a la inculta feminazí Irantzu Varela que criticó la película 'El irlandés' - Periodista Digital https://t.co/n1GEJRLWJk,miscorpus,1
"DURO CONTRA LA MANIPULACIÓN FEMINAZI, A LA BASURA FALSAS LÍDERES, a las verdaderas luchadoras las conocemos de hace tiempo y ha luchado brazo con brazo y hombro con hombro con los hombres por las mejores causas de nuestro MÉXICO https://t.co/41Qjy9BZgl",miscorpus,1
"@InesArrimadas Estas loca ya no sabes que decir, vete ya cansina!!!! Deja de soltar mierda por la boca ...... https://t.co/KJdcT1zT28 https://t.co/6tEbXTHbGr",miscorpus,1
"Si digo ""creo en el viejito pascuero"" lo menos que me dirían es que soy un idiota! Pero millones creen en la mesiánica Greta Thunberg, a modo de comentario la tierra tiene 4.470 millones de años y contando... https://t.co/8afT00BSqv",miscorpus,1
"@wuapilis @AntoniasMom @JuanfraEscudero @67quijote Y acaso tú crees que porque haya un movimiento feminista real todas piensan como las feminazis? por eso es que las mismas mujeres las insultan (y menos mal que tú misma lo dijiste), porque dan por sentado que todas piensan igual, sobre todo con el tipo de ""espectáculo"" que hacen",miscorpus,1
"@cayetanaAT Como dice la canción del Corte Inglés ""Creo q Cayetana es ignorante, si lo es, si lo es y una estúpida, si lo es si lo es.......
Eres una vergüenza para la inteligencia. Q pena x tu hijo de tener una madre como tu",miscorpus,1
"hasta cuando sr @sebastianpinera va a permitir esas agresiones si no tiene los pantalones para reprimir a esas feminazis renuncie, sr @Pontifex_es seguira en silencio,mire y escuche en chile a nuestra iglesia la estan vejando y ud no hace nada y si no puede o no quiere, renuncie https://t.co/d2Wm1WLLQS",miscorpus,1
"@cayetanaAT AY pobre que la marquesa ya solo le queda insultar, NIVEL.
Tu altura de miras es patética",miscorpus,1
"Este año no hay que quemar viejos si no la ridiculez de las feminazis, ofenderse porque le dicen preciosa y un poco de cojudos haciendo drama por esto, ridículos....",miscorpus,1
"@LaFallaras Gracias por confirmar.
Andaba preocupado pensando que exageraba mis pensamientos.
Tú lo has dicho, no yo, alcohólica, yonqui y puta amargada con gatos.
Hala, a pastar.",miscorpus,1
"@SeguidoMario Tiene que ser feminazi por cojones. Porque lo decís las 4 locas que dominais el Twitter, verdad?",miscorpus,1
Hola @GretaThunberg feliz cumple retrasado. Retrasado como vos gorda cara de tortuga que seguro lo festejó comiendo una lechuga con tofu y con la luz apagada no vaya a ser cosa que una ardilla se encandile y termine abajo de un Dodge 1500 la puta que te parió.,miscorpus,1
"@josearamire El Papa como toda figura pública mundial tiene serías amenazas de muerte. 
Y si consideramos los atentados de las feminazis, su reacción es lo mas lógico del mundo.",miscorpus,1
"@LaFallaras Ya lo sabíamos, pero gracias por darnos la razón. Borracha, puta, loca y ladrona.",miscorpus,1
"Esta es la pátetica mentira de Greta Thumberg.
La compañía ferroviaria alemana, a Greta Thunberg: «Estaría bien si dijeras cómo te atendimos en primera clase» https://t.co/Wa9QauMDuZ vía @ABC_Conocer",miscorpus,1
nooooooooooo man nononono que hija de perra greta y el culiado del hijo dejAAAA en paz a hopeEEEEEE,miscorpus,1
Oh no Greta esta lOcA https://t.co/dEFMFB8H8t,miscorpus,1
"Los hombres: existen
Las feminazis: violadores, machistas, abusadores 

😂",miscorpus,1
@michelle_kag Greta es ESTUPIDA y se cree Una Estrella que rsta salvando al mundo y hacienda dinero con su mentira https://t.co/Bno5bDCKcY,miscorpus,1
@LaFallaras @cuatroaldia Más bien eres una borrach y loca..,miscorpus,1
"@InesArrimadas @Lroldansu Calla, puta",miscorpus,1
@adrescala @SoniaVivasRive3 Una perfecta idiota .. ese discurso de una feminazi prácticamente nos no dieron a los buenos hombres que ni pensamos en eso.,miscorpus,1
@GretaThunberg Estupida tonta útil 😡,miscorpus,1
"@Karim3074 @gag507 No tardan las feminazis en salir a decir que fue ""femicidio"" y la causa: ""por ser mujer""",miscorpus,1
así son las feminazis. https://t.co/OwTKogROCU,miscorpus,1
ay esa helen que kiere yamar la atención nomas.  Seguro es Zurda abortera feminazi ja ja,miscorpus,1
La loca Greta habrá dicho que para este tipo de goliplleces no la llamen más. https://t.co/nZjtOicvd7,miscorpus,1
"Que a tu tío Ramón y al compadre le sirvieran pechuga y muslo mientras tú tenías que chupar el pescuezo y un ala antes de ir a fregar todo, no hace a una sociedad ""machista"" por antonomasia. 

Sólo hay muchos antivalores, sumisión y lambucios en tu familia.

Deja el drama, Celia.",miscorpus,1
@InesArrimadas @jguaido Y a ti qué cojones te importa. SO PAYASA!!!!,miscorpus,1
"@AnabelAlonso_of Puta payasa, bocazas",miscorpus,1
@roma_gallardo La secta feminazi. Si los las apoyas te respetan si los las destapas te agreden. #igualdadrealya,miscorpus,1
"@silvitabuendia Sabia que la persona que la asesinó fue la madre ? A mas de feminazi, es una perfecta pendeja",miscorpus,1
"@rosapantin1301 @OG_Pharmacist @Mel_Vzla Gracias, hasta que la madre se convirtió en Feminazi y me la quito .",miscorpus,1
"Bolsonaro definio a Greta como lo que es:una mocosa.
Este tipo ss un crack intergalactico.",miscorpus,1
"@LaFallaras 😅😅😅😅😅
Qué patética...",miscorpus,1
"El ""inocente"" movimiento feminazi https://t.co/48MqEBGSQ0",miscorpus,1
"@MicroSuperguay_ @Aure__entuluva @matthewbennett Si dijeran ""los violadores"" no nos sentiríamos ofendidos pero decir ""el violador eres tú"" es una acusación. Seguro que si un grupo de hombres gritase ""las p... sois vosotras"" os molestaríais con razón, lo cual contradice tu argumento: si no eres eso, no deberías sentirte aludida.",miscorpus,1
"@LaFallaras Eres patética, ni a las monjas respetas ya",miscorpus,1
"@InesArrimadas Inés, deja ya de hacer el ridículo.
Es que lo tuyo es para analizarlo detenidamente 🆘️🆘️🆘️
Con 10 escaños, 10!!!, y te prestas a ser salvadora de los ""españoles de bien"" 
¿Quién te asesora? 🤣🤣🤣
¡Vete pa' tu casa! 
¡Patética!!",miscorpus,1
Que VERGÜENZA DE PREGUNTA ES ESTA??? QUE LE FOLLEN AL PUTO ÁRBOL DE MIERDA A GREENPEACE A GRETA TUS MUERTOS Y A SU PUTA MADRE. YODITA I LOVE YOU MADAFAKIN PEQUEÑO❤️ https://t.co/ETxG22rYA7,miscorpus,1
"@Valeninol003 @Marjhy2 @peterherondale @esedesergio @MinSaludCol @IvanDuque Hablo el del aborto, el feminazi, el mka petroñero vago, el mantenido, fracasado psicológicamente, emocional y físicamente, que asco de gente, cada dia mas caídos y llevados del hpta.",miscorpus,1
"@Perlacarr @alec_diaz_ Yo diría realista.. y quizás si machista y feminista.. y lo x lo sig:

Basándome en mis trabajos cuando a una mujer la ponen a cargar dice:
-Ay No!! No ven q soy mujer?
-Ese trabajo no es para una mujer?
-No ven q somos el sexo débil?
-soy mujer y eso es para hombres",miscorpus,1
"@InesArrimadas Payasa no te enteras que el PSOE esta con su S.G. , nunca ha estado la militancia tan unida, claro que tu no tienes militancia , porque estáis de paso.",miscorpus,1
"@andresgarcia_y Si brother, Las feminazis andan como locas buscando cualquier webada para inventarse acoso.. 🤷‍♂️",miscorpus,1
"Insoportable lo de estas #FEMINAZIS
Actuemos en consecuencia. Con firmeza y decisión.
Vienen por nosotros. Les esperamos y les atenderemos https://t.co/eLk0sr5OIc",miscorpus,1
@VidalQuadras @aemartinn O la idiota de la greta tan defensora de todo se acerca hasta Irán.,miscorpus,1
@cayetanaAT CALLATE YA SO CABRONA Y DFEJA DE COMERLE LA POYA A AVASDAL,miscorpus,1
Se que cumpli mi misión cuando una feminazi me elimina de FB.,miscorpus,1
"#Julissa no se cree santa, pero esta muchacha si que está enferma @caathytorres le dice  preciosa y revienta como una desenfrenada histérica, a uno le dicen venga caserito precioso aquí le tengo su buena comida y feliz vivimos. No más poder para las #Feminazis",miscorpus,1
Greta eres una puta panoli te marean para todos lados,miscorpus,1
@DrProChoice @Vynylplayer @ColdasiceV @santhros @ElianaCabrera9 @Dalucaproluis1 @gatosentado @luminecter @Thortur1 @fjsv1974 @DocLuis_Litardo @CriticalExtremo @AndrParamore @altamirano_maxi @JulietaSagnay @FlorYCafe1 @Astrea1014 @Geovyj @feminista48 @DrBanner50 @piipoo7 @lizbetlunar @CorteConstEcu @ippf @DejemosM @DURANFUERZA @YoSoyDiamante12 @yamnef @Lorenaegas1 @MajoMancino @lopervar Fanáticos no son aquellos que utilizan la violencia para querer imponer algo? Y me refiero a las feminazis que protestan como las delincuentes q son?,miscorpus,1
"Jimena Barón se la da de feminista pero es BARÓN jsksj alto feminismo de carton pq no sos Jimena Mujer y listo

Todos estaban copiándose el mismo tweet así q. https://t.co/rYtCOlbvuW",miscorpus,1
@InesArrimadas Calla mala puta.,miscorpus,1
"@Knesix Yo puedo tener amor propio y también empatía! De hecho para poder tenerla debes gozar de buena autoestima o que vas a dar? Migajas o miserias! 
No entiendo el punto Jesús.
Ahora sí lo llevas a los extremos como por ejemplo las feminazis y esas nuevas tendencias locas, bueno...",miscorpus,1
"@monasterioR @julia_otero Zopenca, ridícula, absorda, tu no has visto un campo ntuvia estupida.",miscorpus,1
@AnabelAlonso_of Es de hace 7 días jodida loca irresponsable,miscorpus,1
"Que ladilla q ya nadie te habla de forma casual porque le da caga que lo acuses de acosador, violador o algo 🤦🏻‍♀️ Gracias Feminazis!",miscorpus,1
"@Fabiantc23 @Bipolardo Todos digan adiós a @Bipolardo, dentro de unos minutos entrará el ejército feminazi de los coreanos trolos a bloquear ese tuit 😢. https://t.co/wmjpJ7TjLX",miscorpus,1
"@LaFallaras Jojojo
Ay Señor!  
Qué patética 😂",miscorpus,1
@_Liz45_ No no feminazis noooooo,miscorpus,1
"@lopezdoriga Está niña tiene una cara de loca y doble personalidad es un títere, engaña con sus rollos. 🤮👎. @GretaThunberg",miscorpus,1
Él es un trolo y tú una feminazi resentida. https://t.co/zHAANA03oc,miscorpus,1
@susanadiaz @ParlamentoAnd Cabrona si es culpa tuya Susanita.,miscorpus,1
@LaFallaras la mayor payasa del Reino de España y lo peor de todo es que ga a di pero con esto. https://t.co/j77oRRaIXM,miscorpus,1
@samlr013 cállate puta,miscorpus,1
Pero cómo voy a ser machista si a mí lo que más me gusta son las mujeres 🤪🤪🤪🤪🤪,miscorpus,1
"Decálogo del 'buen feminista'

""MIENTRAS TODO SEA FEMINISMO, LAS MONTAÑAS DE VÍCTIMAS NO. IMPORTAN""
🤮⚠️🤮⚠️🤮⚠️🤮⚠️🤮

#ColombiaAlzaTuVox https://t.co/ixTiBBMuqF",miscorpus,1
@PuesLlaves No cambie....eso es lo q las feminazis quieren acabar,miscorpus,1
"Al igual que los LGTBXYZ, las feminazis solo buscan la depravacion de la sociedad corriempo a los niños.

En esta imagen pueden observar abuso infantil, cuando deberia estar jugando, estudiando, y con su inocencia intacta.

Depende de nosotros oponernos … https://t.co/PRtWCvKOgr https://t.co/f8fEf8fkmx",miscorpus,1
"@AnabelAlonso_of @pabloharour Hola estupida, como van las cifras?",miscorpus,1
@Paty93168077 @annapratx Vaya caño se ha llevado la feminazi😂😂😂😂😂😂😂😂 https://t.co/OSrALU7ItD,miscorpus,1
"Pero de esto no se hablará, es mas importante la gilipollas de la Greta https://t.co/7ox9rQguH4",miscorpus,1
"@agroCISF @jimmyaha1911781 @DCoronell @VerdadAbierta @Daosorios Greta es una estúpida culicagada con licencia para hacer circo en naciónes unidas pero que jamás ha hecho nada con sus manos por lo que tanto cacarea, es la imagen de la corrupción que se roba los multimillorias donaciones a las org ambientales.",miscorpus,1
@InesArrimadas eres una enferma tu quedarás en la historia como la monta pollo esto no te lo quita ni el papá porque eres una verdulera tus hijos si los tienes se morirán de vergüenza por tu actitud de payasa tu no piensas con la cabeza piensas con el coño que lo tienes inútil,miscorpus,1
Vuelvan a estrenar Animales Fantástico y donde encontrarlos boicoteado por las feminazis seguidoras de Amber Heard.,miscorpus,1
"@VickiiBeron @Arschubul @DalasReview @Planetadelibros Sep... Muy linda piba, pero muy loca. Y ahora este temita con Dross, que no se paran de tirar mierda.

Dross hace un rato tiró un video en plan de ""Dejémonos de joder con esto, que no nos conviene"" jajajaja

Que se dejen de pelear, la puta madre que los parió.",miscorpus,1
@anagreciano Que tb hay tías así... véase la Arandina!,miscorpus,1
@InesArrimadas @CelaaIsabel Es patetica,miscorpus,1
Mis pavos ja ja ja ja se sienten perseguidos como feminazis indefensas. https://t.co/28TzEz4DGp,miscorpus,1
@gallardonancy4 @PiensaPrensa @Cooperativa Bueno estar entrenadas para FUNAR no trabajan y nada hacen que bien Feminazis,miscorpus,1
"@La_Beggs @Alonso_GD Es tan estúpida tu comentario,  las normas internas no diferencia masculino o femenino en estos casos,  un masculino tampoco podría hacerlo y también. Seria sancionado si lo hace,  no  es porque es o se cree bonito.. Jajajaka  que idiotez no,  signo de feminismo chito",miscorpus,1
@PaolaaMora54 @DalasReview Las fascistas mantenidas siguen queriendo justificar a las femicidas de cuna de oro y clase privilegiada que se disfrazan de feministas,miscorpus,1
El patriarcado ya ganó ! LTA feminazi ! Con 11 de estos con los huevos colgando salimos campeones todos los años! Aguante El Club Atlético La Poronga !  https://t.co/C8bWW9j7QG,miscorpus,1
@OscarUlloa88 Jajajaja y quién es usted para decir quién debe opinar y quién no? Después se enojan cuando les dicen feminazis,miscorpus,1
La cara de @zaid_solrac cuando ve un tuit de las feminazis https://t.co/rxSsqAbnNK,miscorpus,1
@luciano_hang Greta idiota,miscorpus,1
